timestamp,joystick_throttle,joystick_direction,distance_L,distance_C,distance_R
1744231960.6306800,-1.0,0.09,268.35,651.64,122.58
1744231961.0677600,-1.0,0.02,267.9,555.6,118.45
1744231961.6076400,-1.0,0.02,269.62,447.08,642.69
1744231962.1487900,-1.0,0.1,114.45,344.08,913.29
1744231962.591340,-1.0,0.67,331.4,254.49,1296.71
1744231963.1457600,-1.0,0.01,331.4,1379.34,209.31
1744231963.584760,-1.0,-0.32,160.77,804.45,219.57
1744231964.122830,-1.0,0.01,187.97,702.51,197.33
1744231964.5630800,-1.0,0.01,201.46,1093.45,192.18
1744231965.1041400,-1.0,-0.16,223.99,986.61,179.22
1744231965.6473600,-1.0,0.0,782.37,884.83,168.91
1744231966.0861500,-1.0,0.0,239.04,801.17,165.15
1744231966.624570,-1.0,0.0,269.62,698.71,159.96
1744231967.0622700,-1.0,0.0,254.82,609.53,164.86
1744231967.599930,-1.0,0.0,265.49,490.87,165.84
1744231968.1452900,-1.0,0.0,278.13,379.49,1675.62
1744231968.590090,-1.0,0.0,319.06,290.15,1660.21
1744231969.1306200,-1.0,0.72,331.85,199.5,957.49
1744231969.579900,-1.0,0.01,1196.36,856.09,989.3
1744231970.122760,-1.0,0.01,141.92,1492.69,280.74
1744231970.5813500,-1.0,-0.58,141.92,1433.77,807.55
1744231971.1232700,-1.0,0.01,247.66,1289.92,192.01
1744231971.5646000,-1.0,0.01,252.41,1204.79,208.94
1744231972.1096300,-1.0,0.09,247.5,1664.13,228.28
1744231972.6498800,-1.0,0.02,241.08,981.17,238.5
1744231973.089560,-1.0,0.02,245.13,893.99,252.77
1744231973.6305900,-1.0,0.02,257.93,769.61,570.64
1744231974.068970,-1.0,0.02,275.39,664.4,230.12
1744231974.6071500,-1.0,0.09,325.68,555.68,208.45
1744231975.1538800,-1.0,0.37,610.06,473.7,1494.4
1744231975.6064300,-1.0,0.35,573.3,1551.48,1482.83
1744231976.1560900,-1.0,-0.1,321.14,1379.59,1278.14
1744231976.5978700,-1.0,0.0,293.25,1277.69,125.86
1744231977.1390000,-1.0,-0.13,248.73,1173.59,127.41
1744231977.5799600,-1.0,0.01,292.64,1092.67,127.7
1744231978.1199300,-1.0,-0.21,309.16,983.42,125.32
1744231978.561560,-1.0,0.0,311.49,916.11,136.49
1744231979.1009600,-1.0,0.0,305.28,824.52,157.75
1744231979.6396200,-1.0,0.09,284.18,711.1,184.49
1744231980.077560,-1.0,0.02,276.57,619.67,191.65
1744231980.616550,-1.0,0.21,267.58,501.99,449.9
1744231981.161800,-1.0,0.51,268.64,392.41,1648.51
1744231981.6035200,-1.0,0.04,444.5,759.1,420.87
1744231982.1927100,-1.0,0.01,444.5,1593.97,6293.44
1744231982.6351800,-1.0,0.01,196.35,1436.63,242.76
1744231983.07461,-1.0,0.01,169.65,914.72,238.42
1744231983.6164600,-1.0,-0.02,170.47,1264.04,223.5
1744231984.35909,-1.0,0.0,186.94,1126.04,199.05
1744231984.8990500,-1.0,-0.08,205.92,1017.6,183.67
1744231985.3384500,-1.0,0.0,202.89,929.93,186.78
1744231985.8779400,-1.0,0.0,194.75,816.51,186.82
1744231986.316060,-1.0,0.0,199.17,728.56,188.42
1744231986.8536400,-1.0,0.04,200.56,621.35,184.04
1744231987.3907100,-1.0,0.28,209.51,517.53,171.04
1744231987.835400,-1.0,0.01,262.38,446.26,1515.91
1744231988.3851700,-1.0,0.03,355.86,1515.87,1107.15
1744231988.8320000,-1.0,0.25,462.08,1029.95,677.9
1744231989.3734400,-1.0,0.18,248.48,1107.27,265.86
1744231989.8143600,-1.0,0.02,155.54,1162.06,242.59
1744231990.3559900,-1.0,-0.13,163.72,1095.94,233.27
1744231990.8977200,-1.0,0.0,181.1,993.56,218.92
1744231991.3378500,-1.0,0.0,230.49,908.59,202.4
1744231991.8774100,-1.0,-0.02,241.2,824.2,168.42
1744231992.322690,-1.0,-0.36,1369.37,736.57,150.14
1744231992.86081,-1.0,0.0,282.46,637.17,128.47
1744231993.3983900,-1.0,0.0,295.26,513.07,136.0
1744231993.8396600,-1.0,0.0,304.42,420.91,956.1
1744231994.3847000,-1.0,0.47,294.44,309.86,1676.81
1744231994.828700,-1.0,0.58,320.24,958.8,839.9
1744231995.3820600,-1.0,0.01,1775.1,1564.12,333.33
1744231995.8251400,-1.0,0.0,134.2,1467.21,267.82
1744231996.367740,-1.0,-0.22,189.97,1355.99,241.45
1744231996.8095000,-1.0,-0.31,227.06,1263.1,217.53
1744231997.350950,-1.0,-0.09,172.18,1161.61,210.95
1744231997.892230,-1.0,0.0,235.48,1038.86,237.93
1744231998.3331000,-1.0,0.0,236.91,949.23,262.38
1744231998.8728700,-1.0,0.0,221.0,844.03,289.66
1744231999.3126500,-1.0,0.06,214.5,735.59,292.6
1744231999.8517200,-1.0,0.06,208.21,613.21,312.59
1744232000.3904800,-1.0,0.18,219.04,492.67,344.65
1744232000.8354100,-1.0,0.47,237.4,404.02,1620.75
1744232001.3925500,-1.0,0.01,445.32,2215.23,1612.61
1744232001.8422200,-1.0,0.04,484.33,1169.87,1385.93
1744232002.3921500,-1.0,0.0,210.5,1431.56,1346.84
1744232002.8343300,-1.0,-0.18,202.28,1343.48,265.0
1744232003.3756800,-1.0,-0.29,209.27,1231.77,210.95
1744232003.817200,-1.0,0.0,206.41,1148.89,225.54
1744232004.3578200,-1.0,0.06,199.78,1045.77,243.37
1744232004.899950,-1.0,0.06,190.09,956.51,255.55
1744232005.339320,-1.0,0.04,190.95,882.22,252.28
1744232005.878510,-1.0,0.13,200.64,770.55,239.32
1744232006.3171600,-1.0,-0.35,241.82,682.88,218.51
1744232006.8550700,-1.0,0.0,253.35,569.13,206.28
1744232007.394160,-1.0,0.0,261.89,451.04,481.63
1744232007.8394900,-1.0,0.04,275.59,364.11,1677.5
1744232008.3843100,-1.0,0.42,296.61,250.24,1648.47
1744232008.826270,-1.0,0.49,356.3,840.76,485.96
1744232009.3879700,-1.0,0.51,356.3,1544.82,1464.68
1744232009.833680,-1.0,0.0,94.86,1454.25,829.43
1744232010.3899300,-1.0,-0.38,1568.7,1066.54,1335.18
1744232010.8389300,-1.0,-0.36,1442.31,1272.87,197.78
1744232011.3800300,-1.0,0.0,237.6,1147.71,156.03
1744232011.8203000,-1.0,0.15,234.82,1057.06,165.8
1744232012.3604100,-1.0,0.15,227.51,950.5,159.51
1744232012.899360,-1.0,-0.13,239.94,842.15,142.91
1744232013.3375100,-1.0,0.0,253.35,751.54,130.15
1744232013.8752400,-1.0,-0.31,276.04,643.34,102.55
1744232014.3135200,-1.0,0.0,279.31,562.92,107.91
1744232014.8568800,-1.0,0.02,279.84,445.65,933.45
1744232015.398350,-1.0,0.25,269.78,334.22,953.73
1744232015.8419200,-1.0,0.74,274.12,240.47,1481.11
1744232016.3969300,-1.0,0.01,1710.34,1431.43,708.77
1744232016.8357500,-1.0,-0.3,155.3,852.78,208.61
1744232017.3743700,-1.0,-0.31,190.62,768.05,208.21
1744232017.8155500,-1.0,0.0,184.16,1142.02,225.22
1744232018.355470,-1.0,0.07,171.0,942.61,242.23
1744232018.8952500,-1.0,0.01,161.06,935.58,259.73
1744232019.3345300,-1.0,0.08,166.17,844.03,274.08
1744232019.8736300,-1.0,0.01,143.64,736.12,284.99
1744232020.3123100,-1.0,0.01,136.85,652.63,285.89
1744232020.8502000,-1.0,0.25,128.23,534.29,280.46
1744232021.3908500,-1.0,0.01,203.46,435.22,830.04
1744232021.836310,-1.0,0.02,194.1,364.73,1766.4
1744232022.389420,-1.0,0.45,373.4,1403.18,1723.87
1744232022.8446800,-1.0,0.01,1753.72,1305.58,959.41
1744232023.384970,-1.0,0.01,149.16,1030.6,270.44
1744232023.8273900,-1.0,0.01,146.42,1438.63,264.96
1744232024.3692300,-1.0,-0.25,162.33,936.88,259.6
1744232024.8106400,-1.0,0.0,170.38,1235.62,267.7
1744232025.3520500,-1.0,0.0,214.71,1115.94,268.56
1744232025.892480,-1.0,0.0,202.32,1000.51,269.29
1744232026.3323000,-1.0,0.0,221.7,908.1,263.45
1744232026.8724700,-1.0,0.0,233.43,780.61,262.55
1744232027.3115800,-1.0,0.0,237.89,687.38,240.22
1744232027.8496700,-1.0,0.0,285.49,565.98,234.78
1744232028.4026000,-1.0,0.0,1655.59,450.76,1544.12
1744232028.8472900,-1.0,0.02,346.9,367.34,1527.4
1744232029.3916100,-1.0,0.27,401.49,267.09,1485.53
1744232029.8462200,-1.0,0.63,466.09,2014.55,1456.46
1744232030.393630,-1.0,0.38,94.09,1378.12,1055.26
1744232030.8494700,-1.0,0.01,94.09,889.45,1362.13
1744232031.4011500,-1.0,-0.35,1417.41,875.43,1019.89
1744232031.855970,-1.0,-0.11,1538.44,961.91,1485.98
1744232032.4201000,-1.0,-0.04,1538.44,1106.41,109.46
1744232032.8695100,-1.0,-0.04,1538.44,1013.71,67.63
1744232033.3091200,-1.0,-0.06,380.72,941.26,55.69
1744232033.8486200,-1.0,-0.12,395.11,843.58,41.87
1744232034.3874600,-1.0,-0.04,356.75,725.86,39.17
1744232034.8264300,-1.0,-0.01,415.02,634.51,38.35
1744232035.3658200,-1.0,0.06,424.67,516.06,283.56
1744232035.8112400,-1.0,0.05,424.96,419.36,1525.03
1744232036.3575900,-1.0,0.4,437.43,303.56,1483.36
1744232036.9035200,-1.0,0.62,549.26,1368.59,347.43
1744232037.3476100,-1.0,-0.06,161.47,1395.17,243.74
1744232037.889790,-1.0,-0.32,185.51,1295.32,227.46
1744232038.3305600,-1.0,-0.31,206.98,1195.06,194.06
1744232038.8715700,-1.0,0.03,196.35,1082.16,206.37
1744232039.3108500,-1.0,0.04,185.88,863.49,218.35
1744232039.850370,-1.0,0.03,165.48,894.2,233.68
1744232040.391750,-1.0,-0.07,150.02,854.82,262.51
1744232040.829810,-1.0,0.14,127.65,696.46,267.41
1744232041.367250,-1.0,0.18,123.69,581.03,264.35
1744232041.8042700,-1.0,0.0,154.15,517.77,242.06
1744232042.3548400,-1.0,0.06,1379.59,990.45,834.42
1744232042.9050000,-1.0,0.04,373.68,1350.68,1190.23
1744232043.3511900,-1.0,0.13,484.82,1223.88,656.06
1744232043.8949000,-1.0,0.01,215.4,1314.78,292.85
1744232044.3362300,-1.0,0.07,162.78,1208.67,262.67
1744232044.8767700,-1.0,0.1,134.28,1092.34,260.05
1744232045.3168000,-1.0,-0.01,142.99,1008.69,254.61
1744232045.8563800,-1.0,-0.09,172.63,900.21,244.92
1744232046.395180,-1.0,-0.18,191.16,794.47,218.51
1744232046.8333000,-1.0,-0.21,212.99,719.44,204.16
1744232047.3710700,-1.0,0.04,204.81,606.42,210.78
1744232047.8081400,-1.0,0.4,209.27,515.89,203.54
1744232048.3517700,-1.0,0.01,269.74,427.45,1314.21
1744232048.912300,-1.0,0.06,269.74,1364.25,1681.55
1744232049.363970,-1.0,0.18,473.08,1317.27,1595.52
1744232049.9139000,-1.0,0.39,192.63,1115.81,1759.04
1744232050.3561200,-1.0,-0.01,153.25,1398.76,265.12
1744232050.896110,-1.0,-0.2,181.18,975.16,250.98
1744232051.3484600,-1.0,-0.23,181.18,1186.8,244.27
1744232051.8892600,-1.0,0.0,210.9,1079.14,251.1
1744232052.3295100,-1.0,0.06,218.88,984.19,262.59
1744232052.869210,-1.0,0.02,222.8,869.09,264.75
1744232053.3082600,-1.0,0.02,239.81,762.25,264.18
1744232053.8477100,-1.0,0.02,267.45,643.02,240.26
1744232054.385870,-1.0,0.04,324.45,528.04,212.83
1744232054.832650,-1.0,0.47,642.4,449.49,1496.2
1744232055.3862600,-1.0,0.01,581.4,1535.21,1601.7
1744232055.8372100,-1.0,0.01,413.59,1399.46,1411.56
1744232056.378830,-1.0,-0.05,294.48,1274.83,117.68
1744232056.817970,-1.0,0.0,271.79,844.03,113.63
1744232057.3576300,-1.0,-0.23,316.52,930.75,104.39
1744232057.898190,-1.0,-0.13,325.92,978.96,104.1
1744232058.337680,-1.0,0.0,322.74,908.96,114.33
1744232058.8766700,-1.0,0.0,331.04,809.56,116.94
1744232059.3151400,-1.0,0.01,326.01,717.6,127.37
1744232059.8610100,-1.0,0.04,333.2,1315.6,133.38
1744232060.400010,-1.0,0.02,345.55,483.8,369.96
1744232060.839190,-1.0,0.29,352.83,396.13,387.14
1744232061.3776400,-1.0,0.58,418.33,322.69,370.37
1744232061.8346700,-1.0,0.01,418.33,1539.34,848.44
1744232062.3762400,-1.0,-0.17,193.08,1279.45,209.19
1744232062.820150,-1.0,-0.19,207.22,1305.58,200.07
1744232063.3638600,-1.0,0.0,214.5,1190.85,178.93
1744232064.1052500,-1.0,0.0,219.49,1031.79,164.62
1744232064.644560,-1.0,0.0,214.71,917.42,156.28
1744232065.0832500,-1.0,-0.04,245.7,831.19,140.29
1744232065.621500,-1.0,-0.13,260.63,721.36,115.02
1744232066.0590800,-1.0,-0.07,280.09,628.26,105.82
1744232066.5966500,-1.0,0.0,287.53,527.67,93.35
1744232067.137820,-1.0,0.24,299.14,417.15,892.48
1744232067.5784600,-1.0,0.34,326.86,316.97,909.98
1744232068.124520,-1.0,0.55,482.28,1160.22,812.79
1744232068.5665600,-1.0,0.0,172.18,1301.41,240.02
1744232069.1049900,-1.0,-0.44,200.44,705.17,197.21
1744232069.6460100,-1.0,0.03,203.95,1091.49,202.6
1744232070.0862000,-1.0,0.07,197.49,994.37,214.42
1744232070.6322600,-1.0,0.12,1347.2,891.25,231.63
1744232071.0708300,-1.0,0.14,178.44,802.16,239.61
1744232071.6091900,-1.0,-0.03,191.65,698.83,231.84
1744232072.1469600,-1.0,-0.09,201.91,600.82,221.82
1744232072.5838700,-1.0,0.0,219.49,513.03,186.62
1744232073.1282300,-1.0,0.39,263.2,408.32,1357.02
1744232073.5895800,-1.0,0.01,263.2,1402.61,1665.77
1744232074.145600,-1.0,0.17,1306.89,1229.69,1612.2
1744232074.5952100,-1.0,0.01,277.72,1059.96,1738.1
1744232075.1375700,-1.0,0.01,155.58,1372.6,305.15
1744232075.5792000,-1.0,0.01,137.75,1280.88,306.58
1744232076.125340,-1.0,0.01,942.57,1170.24,304.42
1744232076.5662200,-1.0,-0.17,171.53,1076.52,292.35
1744232077.1075100,-1.0,-0.32,221.41,966.32,269.29
1744232077.6472000,-1.0,0.0,218.71,841.94,270.07
1744232078.0866200,-1.0,0.0,236.54,739.56,265.74
1744232078.625240,-1.0,0.04,241.78,622.45,267.94
1744232079.0698000,-1.0,0.07,392.08,516.59,289.25
1744232079.6148100,-1.0,0.3,267.41,406.27,1586.53
1744232080.0577000,-1.0,0.51,310.22,333.49,1310.44
1744232080.611100,-1.0,0.01,487.07,1537.83,1601.82
1744232081.1571400,-1.0,0.01,181.18,1244.9,1033.83
1744232081.607350,-1.0,-0.13,180.56,1324.02,1393.0
1744232082.149100,-1.0,-0.18,199.62,1212.23,214.3
1744232082.5898100,-1.0,-0.19,212.7,1135.44,211.8
1744232083.130100,-1.0,-0.08,214.58,1031.91,218.26
1744232083.5701500,-1.0,0.0,215.48,947.43,231.59
1744232084.109680,-1.0,0.0,206.57,850.16,245.78
1744232084.6486300,-1.0,0.0,205.38,741.97,260.95
1744232085.0867000,-1.0,0.0,199.66,648.86,259.81
1744232085.6245700,-1.0,0.0,198.72,534.13,271.26
1744232086.0633900,-1.0,0.4,203.59,440.99,506.69
1744232086.6105200,-1.0,0.49,1417.49,377.85,477.79
1744232087.1656900,-1.0,0.0,1417.49,855.8,1118.55
1744232087.613080,-1.0,0.0,224.19,1532.31,880.62
1744232088.1554900,-1.0,0.0,239.77,1426.49,160.73
1744232088.5974400,-1.0,-0.34,281.11,1335.22,136.94
1744232089.1391600,-1.0,-0.46,326.74,1224.62,88.2
1744232089.5798000,-1.0,0.04,299.71,1136.22,112.98
1744232090.1201100,-1.0,0.22,278.78,1027.62,145.28
1744232090.560780,-1.0,0.01,253.35,929.48,155.83
1744232091.1009900,-1.0,0.01,240.02,812.62,151.29
1744232091.6396700,-1.0,-0.04,240.83,700.1,141.03
1744232092.0772000,-1.0,0.0,257.44,610.92,128.1
1744232092.6142400,-1.0,0.0,267.13,509.6,109.87
1744232093.0560500,-1.0,0.0,283.28,417.35,898.69
1744232093.5970200,-1.0,0.22,310.63,301.31,897.18
1744232094.1474900,-1.0,0.65,416.86,1237.66,1437.81
1744232094.5893100,-1.0,0.01,146.71,1340.91,230.04
1744232095.1283300,-1.0,-0.36,159.02,736.45,252.69
1744232095.5692600,-1.0,-0.34,200.23,1143.25,198.11
1744232096.110590,-1.0,0.02,198.02,1051.46,202.97
1744232096.650220,-1.0,0.01,187.8,937.66,229.18
1744232097.089280,-1.0,0.16,183.43,845.54,252.08
1744232097.6278500,-1.0,0.22,170.34,742.25,250.36
1744232098.0657200,-1.0,-0.25,169.61,661.05,241.57
1744232098.6032600,-1.0,0.0,178.72,544.72,236.5
1744232099.1496400,-1.0,0.02,195.08,436.04,1749.84
1744232099.5946600,-1.0,0.02,214.22,337.21,1740.06
1744232100.1393100,-1.0,0.7,256.86,247.5,1704.69
1744232100.5972000,-1.0,0.01,1779.81,1689.57,1047.41
1744232101.1410500,-1.0,-0.23,185.64,885.86,1000.1
1744232101.5836100,-1.0,0.0,209.84,1476.49,198.23
1744232102.1256800,-1.0,-0.04,253.18,1334.81,179.17
1744232102.5670300,-1.0,-0.18,271.75,1246.04,167.03
1744232103.108120,-1.0,0.0,305.56,1135.15,157.95
1744232103.6485400,-1.0,0.0,300.29,1021.03,152.19
1744232104.088300,-1.0,0.0,332.14,923.84,144.17
1744232104.6282200,-1.0,0.0,359.94,807.27,140.21
1744232105.0668600,-1.0,0.0,382.15,714.9,120.01
1744232105.605200,-1.0,0.0,423.57,605.89,88.61
1744232106.1520100,-1.0,0.0,709.54,483.59,1392.02
1744232106.5970600,-1.0,0.0,558.01,397.23,1358.0
1744232107.147510,-1.0,0.62,662.6,1660.29,776.36
1744232107.5902100,-1.0,0.0,238.63,1243.35,186.94
1744232108.131130,-1.0,-0.47,254.08,1145.25,170.87
1744232108.5716200,-1.0,0.0,253.88,1060.98,186.94
1744232109.1124300,-1.0,0.0,243.86,977.86,201.66
1744232109.6521800,-1.0,0.11,239.4,885.08,208.66
1744232110.0910600,-1.0,0.02,240.3,791.77,208.33
1744232110.6293500,-1.0,0.02,248.97,683.62,197.98
1744232111.0670200,-1.0,0.03,277.31,592.97,183.88
1744232111.6075800,-1.0,0.02,337.9,487.03,387.14
1744232112.1461000,-1.0,0.02,379.12,386.11,379.86
1744232112.5846900,-1.0,0.47,499.42,320.2,376.63
1744232113.1360200,-1.0,0.01,1470.57,1514.32,333.69
1744232113.5784000,-1.0,0.01,159.3,1415.94,276.53
1744232114.1202800,-1.0,0.01,136.65,1280.96,270.36
1744232114.561000,-1.0,0.01,137.3,1190.48,246.11
1744232115.102180,-1.0,-0.12,159.51,1073.17,225.34
1744232115.6419500,-1.0,0.0,166.09,978.55,227.38
1744232116.0810800,-1.0,0.0,166.7,897.92,226.77
1744232116.6196300,-1.0,0.0,167.03,782.86,224.97
1744232117.0576000,-1.0,0.28,158.57,694.09,217.57
1744232117.5950600,-1.0,0.01,173.74,577.88,205.67
1744232118.132170,-1.0,-0.31,252.45,501.71,165.44
1744232118.5729300,-1.0,0.0,234.09,397.68,953.53
1744232119.1142600,-1.0,1.0,245.95,286.55,978.35
1744232119.5636800,-1.0,0.01,240.3,1467.5,1365.93
1744232120.1171600,-1.0,-0.79,1567.27,1468.6,696.62
1744232120.5664000,-1.0,0.0,292.72,1344.67,1277.37
1744232121.1211400,-1.0,0.32,1386.13,1103.51,1327.33
1744232121.5714500,-1.0,0.37,1684.09,1162.02,246.64
1744232122.112510,-1.0,0.01,171.81,1052.89,218.63
1744232122.652410,-1.0,-0.36,224.89,981.99,188.66
1744232123.0935300,-1.0,0.0,236.21,888.96,170.3
1744232123.633220,-1.0,0.02,263.2,782.04,160.73
1744232124.0713700,-1.0,0.02,274.98,697.56,156.24
1744232124.6099700,-1.0,0.01,275.88,594.6,140.98
1744232125.1526800,-1.0,0.01,291.78,475.29,939.67
1744232125.5937800,-1.0,0.0,311.37,393.96,929.81
1744232126.1348100,-1.0,0.36,335.9,289.41,963.54
1744232126.5822000,-1.0,0.73,434.32,1276.34,929.93
1744232127.125260,-1.0,0.01,135.59,1498.53,260.5
1744232127.5707600,-1.0,-0.25,1371.16,763.03,248.56
1744232128.1131500,-1.0,-0.27,893.42,635.98,181.87
1744232128.5590300,-1.0,-0.12,1053.54,1242.49,141.31
1744232129.110590,-1.0,0.0,1053.54,1115.04,124.3
1744232129.6509800,-1.0,-0.03,345.26,992.74,127.65
1744232130.0907700,-1.0,-0.03,352.83,903.56,135.91
1744232130.6300600,-1.0,0.0,361.78,781.34,136.0
1744232131.0709600,-1.0,0.0,380.14,685.38,118.78
1744232131.6096100,-1.0,0.0,402.96,574.73,116.7
1744232132.1541800,-1.0,0.04,690.86,455.34,1063.52
1744232132.597340,-1.0,0.59,473.9,359.9,1169.58
1744232133.1453700,-1.0,0.01,654.43,1393.2,744.14
1744232133.587120,-1.0,0.01,236.13,1273.52,195.12
1744232134.1281400,-1.0,-0.05,232.13,1174.69,179.3
1744232134.5693600,-1.0,-0.25,296.2,1099.79,160.61
1744232135.1098600,-1.0,0.0,293.66,990.69,139.88
1744232135.6497000,-1.0,-0.18,306.18,912.92,123.24
1744232136.088900,-1.0,0.0,330.87,836.01,110.89
1744232136.6276300,-1.0,-0.04,355.08,720.79,93.47
1744232137.0669300,-1.0,-0.16,370.13,628.05,83.58
1744232137.606120,-1.0,0.0,358.96,513.64,303.8
1744232138.1515300,-1.0,0.0,421.56,394.94,1520.2
1744232138.5962600,-1.0,0.44,436.94,310.14,1490.64
1744232139.1402700,-1.0,0.39,557.93,1192.97,343.55
1744232139.582420,-1.0,0.02,163.76,1395.25,248.44
1744232140.1242800,-1.0,-0.15,183.63,1290.57,227.91
1744232140.5686100,-1.0,-0.25,771.65,1207.98,195.94
1744232141.1097000,-1.0,0.0,322.04,1106.45,126.35
1744232141.6497500,-1.0,-0.15,310.92,1034.98,85.13
1744232142.0889000,-1.0,-0.16,326.17,916.24,60.11
1744232142.6282100,-1.0,-0.26,355.73,808.29,40.93
1744232143.085370,-1.0,0.0,368.74,708.64,3309.58
1744232143.6231100,-1.0,-0.42,373.31,594.11,52.5
1744232144.0601500,-1.0,0.0,358.68,516.14,56.1
1744232144.6025300,-1.0,0.57,338.76,418.46,932.96
1744232145.1426600,-1.0,0.57,351.81,332.71,752.56
1744232145.584490,-1.0,0.01,835.64,795.33,117.27
1744232146.1232300,-1.0,-0.63,255.39,719.44,145.69
1744232146.5710500,-1.0,-0.11,239.81,1187.25,1287.3
1744232147.1203400,-1.0,0.62,766.75,969.39,1167.01
1744232147.5618100,-1.0,-0.03,145.07,1024.75,241.78
1744232148.1031100,-1.0,-0.32,233.19,933.0,213.24
1744232148.6432700,-1.0,0.0,220.55,821.25,188.21
1744232149.0814200,-1.0,0.0,226.2,737.35,178.56
1744232149.619250,-1.0,0.0,251.47,653.53,151.66
1744232150.0565100,-1.0,0.0,307.07,563.24,124.14
1744232150.5981700,-1.0,0.0,334.31,465.93,889.99
1744232151.1394700,-1.0,0.01,357.29,346.78,922.94
1744232151.5810400,-1.0,0.51,397.23,292.19,909.49
1744232152.1390400,-1.0,0.01,1760.75,1169.87,1551.65
1744232152.5819700,-1.0,0.01,121.85,1459.24,348.09
1744232153.1226100,-1.0,0.01,94.78,1098.76,334.92
1744232153.563810,-1.0,0.01,98.66,1234.02,325.07
1744232154.109270,-1.0,-0.19,912.15,1136.14,296.81
1744232154.6547900,-1.0,-0.54,963.22,1018.34,271.87
1744232155.0949800,-1.0,0.0,202.64,927.24,310.06
1744232155.6344900,-1.0,0.4,173.78,819.04,339.99
1744232156.073070,-1.0,0.01,179.3,720.91,311.57
1744232156.613690,-1.0,-0.31,274.4,613.86,282.83
1744232157.051350,-1.0,0.0,263.49,514.5,288.63
1744232157.5964000,-1.0,0.0,279.76,403.74,1591.76
1744232158.1411300,-1.0,0.71,295.79,302.66,1569.48
1744232158.5928800,-1.0,0.02,483.71,1558.35,1298.91
1744232159.142120,-1.0,0.0,229.47,1418.76,1350.56
1744232159.5958700,-1.0,-0.26,229.47,916.28,887.74
1744232160.1452400,-1.0,-0.54,1630.44,1249.56,80.02
1744232160.5862400,-1.0,0.0,331.2,1173.06,94.37
1744232161.126990,-1.0,0.27,324.58,1066.38,123.89
1744232161.5668100,-1.0,0.0,305.6,980.76,128.64
1744232162.1065500,-1.0,-0.11,309.41,887.12,127.7
1744232162.6454600,-1.0,0.0,319.38,784.7,123.81
1744232163.0836800,-1.0,0.0,332.38,691.59,118.7
1744232163.624760,-1.0,0.0,367.26,583.4,103.37
1744232164.063180,-1.0,0.0,382.27,483.96,323.31
1744232164.6018100,-1.0,0.0,425.94,383.46,334.31
1744232165.1440400,-1.0,0.59,532.49,914.68,327.85
1744232165.5944700,-1.0,0.01,532.49,1057.92,220.92
1744232166.136380,-1.0,-0.46,210.45,1315.27,210.17
1744232166.5809600,-1.0,0.0,200.07,1249.15,784.74
1744232167.1319100,-1.0,0.34,200.07,1152.86,329.03
1744232167.571930,-1.0,0.01,119.03,1051.74,282.54
1744232168.111490,-1.0,-0.01,116.41,952.59,264.43
1744232168.6504200,-1.0,0.0,139.76,847.09,246.44
1744232169.0895800,-1.0,0.0,169.36,761.39,223.25
1744232169.6278700,-1.0,-0.32,247.66,647.72,187.56
1744232170.0654000,-1.0,0.0,240.79,564.22,153.01
1744232170.6074900,-1.0,0.0,249.3,444.13,962.73
1744232171.1485000,-1.0,0.06,265.82,324.0,987.51
1744232171.588910,-1.0,0.73,269.25,233.6,970.99
1744232172.1453100,-1.0,-0.02,269.25,1444.19,281.81
1744232172.5871300,-1.0,0.0,111.99,1345.53,235.31
1744232173.1257200,-1.0,-0.47,146.95,782.45,243.17
1744232173.566260,-1.0,0.0,149.73,1145.95,254.37
1744232174.1067300,-1.0,0.01,140.29,1051.41,281.4
1744232174.646460,-1.0,0.33,111.95,937.87,305.11
1744232175.0854000,-1.0,0.01,116.04,843.13,293.34
1744232175.6239900,-1.0,-0.16,134.16,748.1,271.87
1744232176.062120,-1.0,0.0,156.48,666.9,255.39
1744232176.606730,-1.0,-0.08,210.21,557.48,1422.44
1744232177.165220,-1.0,0.0,210.21,440.33,1729.88
1744232177.6062000,-1.0,0.0,257.52,355.69,1000.34
1744232178.1526100,-1.0,0.57,758.28,264.84,1483.57
1744232178.6048400,-1.0,0.01,1187.7,1205.85,957.53
1744232179.1477700,-1.0,0.01,128.55,1515.54,279.56
1744232179.591750,-1.0,-0.01,147.61,1421.13,270.72
1744232180.1336400,-1.0,-0.23,198.02,1313.88,238.3
1744232180.5750100,-1.0,-0.01,227.22,1230.75,221.9
1744232181.1161000,-1.0,-0.1,253.27,1102.24,206.65
1744232181.556620,-1.0,0.0,272.48,1010.61,196.18
1744232182.096860,-1.0,0.0,288.67,885.86,199.21
1744232182.636890,-1.0,0.0,309.57,764.17,198.88
1744232183.075410,-1.0,0.0,323.31,667.75,176.56
1744232183.6155100,-1.0,0.02,356.26,545.78,167.52
1744232184.0665800,-1.0,0.02,1062.94,448.1,1476.94
1744232184.6114200,-1.0,0.21,434.53,345.96,1446.52
1744232185.1666300,-1.0,0.64,536.54,2024.24,1452.08
1744232185.612570,-1.0,0.0,184.98,1343.44,906.83
1744232186.0538200,-1.0,-0.23,183.02,1266.94,219.7
1744232186.5948500,-1.0,0.0,207.1,1162.22,205.22
1744232187.135340,-1.0,-0.02,243.21,1064.66,185.27
1744232187.5756500,-1.0,-0.17,267.78,976.91,178.72
1744232188.115550,-1.0,0.0,269.05,887.33,166.17
1744232188.554440,-1.0,0.0,282.75,803.91,157.01
