timestamp,joystick_throttle,joystick_direction,distance_L,distance_C,distance_R
1744230289.3003000,-1.0,0.03,226.36,785.31,187.35
1744230289.8386800,-1.0,0.02,239.77,687.63,180.03
1744230290.276370,-1.0,0.11,241.86,616.68,167.93
1744230290.8140400,-1.0,0.18,322.61,517.61,135.18
1744230291.3712700,-1.0,0.21,324.45,2370.2,1670.23
1744230291.8228900,-1.0,0.25,516.67,1090.42,1595.36
1744230292.2751600,-1.0,0.2,520.6,1272.17,1746.97
1744230292.8254800,-1.0,0.01,234.05,1522.74,1419.94
1744230293.2675700,-1.0,0.01,197.25,1368.3,255.02
1744230293.8113500,-1.0,0.01,173.16,1260.64,267.13
1744230294.3651800,-1.0,0.01,173.16,1165.74,267.58
1744230294.805560,-1.0,0.01,193.16,1070.51,266.31
1744230295.345660,-1.0,0.01,208.9,970.5,263.12
1744230295.7856400,-1.0,0.01,224.77,886.63,255.76
1744230296.3248500,-1.0,0.01,253.47,773.98,254.74
1744230296.7633300,-1.0,0.01,299.06,678.71,222.68
1744230297.301780,-1.0,0.01,335.57,573.63,194.88
1744230297.8489200,-1.0,0.04,635.7,474.84,1481.07
1744230298.2942000,-1.0,0.39,450.31,417.92,1479.27
1744230298.8476100,-1.0,0.45,461.35,1526.5,1461.2
1744230299.3008500,-1.0,0.01,262.67,1344.46,2100.62
1744230299.8423300,-1.0,0.01,243.21,1241.06,177.66
1744230300.2834100,-1.0,-0.02,254.33,1169.58,162.08
1744230300.8242200,-1.0,-0.15,286.63,1081.3,142.58
1744230301.2640700,-1.0,-0.08,314.11,999.81,119.48
1744230301.8038100,-1.0,-0.07,324.86,920.37,119.89
1744230302.3429400,-1.0,0.0,323.8,829.84,117.47
1744230302.7814000,-1.0,0.0,329.81,750.51,115.43
1744230303.3195300,-1.0,0.04,336.64,635.04,120.79
1744230303.7569300,-1.0,0.07,330.75,554.57,135.38
1744230304.3045900,-1.0,0.25,332.71,444.22,1594.79
1744230304.8427200,-1.0,0.36,348.62,347.68,398.75
1744230305.284640,-1.0,0.4,456.52,928.38,396.95
1744230305.8405600,-1.0,0.42,456.52,1532.55,359.21
1744230306.2843200,-1.0,0.01,150.68,1415.45,261.48
1744230306.8267300,-1.0,-0.06,159.34,1286.81,242.31
1744230307.2677300,-1.0,-0.1,185.51,1226.87,219.78
1744230307.8084100,-1.0,-0.24,219.65,1121.29,185.06
1744230308.3499800,-1.0,0.0,221.9,1018.46,167.77
1744230308.7893500,-1.0,0.01,222.72,939.87,165.56
1744230309.32843,-1.0,0.01,246.03,826.98,170.96
1744230309.7665400,-1.0,0.17,218.88,741.35,172.47
1744230310.3041800,-1.0,0.23,220.76,633.0,165.84
1744230310.8412300,-1.0,0.02,232.33,541.0,149.45
1744230311.2778100,-1.0,0.02,249.46,467.48,142.7
1744230311.819200,-1.0,0.48,297.67,390.9,943.06
1744230312.2689200,-1.0,0.02,462.41,1267.59,1305.33
1744230312.8211900,-1.0,0.14,1456.01,1137.85,899.59
1744230313.262860,-1.0,0.01,189.4,1277.28,246.76
1744230313.8037300,-1.0,0.11,148.92,1162.02,252.69
1744230314.343960,-1.0,0.02,146.22,1062.94,252.49
1744230314.7835200,-1.0,0.02,151.17,989.51,247.95
1744230315.322810,-1.0,0.02,177.78,895.1,233.19
1744230315.7615100,-1.0,0.02,185.84,819.25,219.94
1744230316.3003000,-1.0,0.02,232.86,739.84,191.97
1744230316.839130,-1.0,-0.22,270.36,652.54,161.27
1744230317.2765200,-1.0,0.0,288.27,556.41,142.82
1744230317.8222500,-1.0,0.4,293.5,451.53,1655.46
1744230318.2677400,-1.0,0.49,321.34,392.33,1632.48
1744230318.8174700,-1.0,0.01,533.97,1345.08,888.84
1744230319.2756500,-1.0,0.01,533.97,911.49,1724.08
1744230319.8185500,-1.0,0.15,202.89,1414.83,232.29
1744230320.2602000,-1.0,0.02,202.03,1311.26,231.1
1744230320.8046600,-1.0,0.02,215.24,1159.57,219.86
1744230321.3456500,-1.0,0.02,247.09,1119.45,204.93
1744230321.7860700,-1.0,-0.16,305.36,1029.33,181.1
1744230322.3261300,-1.0,0.0,347.68,926.54,156.6
1744230322.7655300,-1.0,0.0,370.41,855.92,136.53
1744230323.304930,-1.0,-0.1,408.89,748.84,108.97
1744230323.843710,-1.0,-0.15,463.15,643.1,76.71
1744230324.2823800,-1.0,-0.05,454.27,545.7,69.96
1744230324.8278900,-1.0,0.33,495.61,434.03,1392.14
1744230325.2728900,-1.0,0.55,505.51,352.54,1381.63
1744230325.8247600,-1.0,0.01,653.73,1420.39,1353.13
1744230326.2866700,-1.0,0.01,653.73,1292.37,1500.41
1744230326.8281300,-1.0,0.11,177.95,1180.75,260.5
1744230327.2691400,-1.0,0.02,168.5,1097.46,255.88
1744230327.8095100,-1.0,-0.18,185.43,997.73,247.01
1744230328.3494700,-1.0,0.0,182.65,931.36,263.69
1744230328.788640,-1.0,0.33,180.61,852.98,267.33
1744230329.3281700,-1.0,0.02,183.22,748.06,255.88
1744230329.7674300,-1.0,0.02,201.66,663.3,247.01
1744230330.3063600,-1.0,0.02,229.84,573.96,227.55
1744230330.8450900,-1.0,0.02,282.17,471.37,435.79
1744230331.283670,-1.0,0.2,316.32,401.08,481.42
1744230331.822630,-1.0,0.36,473.78,346.16,405.29
1744230332.269150,-1.0,0.39,502.65,1665.85,395.84
1744230332.8220100,-1.0,0.04,502.65,1457.28,264.39
1744230333.2639200,-1.0,0.01,148.63,1371.08,261.61
1744230333.8055500,-1.0,0.0,163.23,1270.78,239.81
1744230334.3475000,-1.0,-0.24,199.09,1174.12,200.44
1744230334.787730,-1.0,0.0,206.04,1079.3,186.21
1744230335.327660,-1.0,0.0,206.41,992.25,190.71
1744230335.767090,-1.0,0.07,199.82,930.47,193.61
1744230336.3072800,-1.0,0.14,195.73,821.54,213.15
1744230336.8454400,-1.0,0.3,173.41,715.43,221.54
1744230337.282810,-1.0,0.01,165.76,626.46,217.61
1744230337.8241200,-1.0,0.01,184.16,514.95,207.55
1744230338.2654900,-1.0,0.01,196.27,450.47,1045.49
1744230338.807770,-1.0,0.36,249.79,337.86,988.73
1744230339.3524200,-1.0,0.47,365.42,286.51,1516.97
1744230339.8004600,-1.0,0.33,423.69,1513.46,758.53
1744230340.339420,-1.0,0.01,126.06,886.51,221.13
1744230340.780690,-1.0,-0.33,137.67,1264.77,248.48
1744230341.3218300,-1.0,0.01,141.39,1157.56,253.18
1744230341.7609600,-1.0,0.27,141.68,900.17,262.26
1744230342.3009000,-1.0,0.01,147.28,1009.46,250.08
1744230342.8405800,-1.0,0.02,191.11,889.45,236.83
1744230343.2794600,-1.0,0.01,198.11,807.92,220.06
1744230343.8179900,-1.0,-0.05,245.95,728.92,196.1
1744230344.255740,-1.0,-0.18,262.06,649.35,168.46
1744230344.793130,-1.0,0.0,283.4,543.49,134.4
1744230345.335950,-1.0,0.05,287.9,433.95,1180.83
1744230345.7767500,-1.0,0.34,297.67,349.89,949.85
1744230346.3202000,-1.0,0.42,769.61,304.74,934.59
1744230346.7722700,-1.0,0.24,418.25,1441.86,1661.19
1744230347.3227100,-1.0,0.02,120.99,1555.94,1518.16
1744230347.765270,-1.0,0.02,92.86,1445.99,348.17
1744230348.3077500,-1.0,0.01,83.0,1328.35,345.47
1744230348.8507400,-1.0,0.02,85.05,1220.82,345.67
1744230349.291970,-1.0,0.02,143.93,1140.55,345.47
1744230349.8327500,-1.0,0.01,137.55,1032.24,329.85
1744230350.2738100,-1.0,0.01,161.35,945.14,314.52
1744230350.8145700,-1.0,0.01,229.35,855.11,295.38
1744230351.366450,-1.0,-0.2,229.35,738.82,265.0
1744230351.8172900,-1.0,-0.01,229.35,654.02,233.8
1744230352.355690,-1.0,0.0,315.5,544.11,214.22
1744230352.8036800,-1.0,0.0,783.8,456.4,1419.54
1744230353.3486900,-1.0,0.37,355.0,355.81,1533.29
1744230353.792520,-1.0,0.46,455.75,315.46,1328.68
1744230354.3479500,-1.0,0.46,522.15,1993.78,1503.4
1744230354.802670,-1.0,0.45,542.23,1764.15,1663.76
1744230355.3638200,-1.0,0.02,542.23,1413.98,1625.62
1744230355.8140500,-1.0,0.02,187.68,1388.38,1618.13
1744230356.3613200,-1.0,0.41,178.15,1366.46,1104.2
1744230356.8033700,-1.0,0.49,157.22,1307.79,290.88
1744230357.347000,-1.0,0.02,245.25,948.09,249.01
1744230357.7879200,-1.0,-0.16,212.95,1166.8,230.12
1744230358.3292600,-1.0,0.0,253.59,1084.9,196.18
1744230358.7697700,-1.0,-0.01,327.27,1010.36,164.62
1744230359.3261800,-1.0,0.01,327.27,928.09,140.0
1744230359.7654300,-1.0,-0.15,352.18,854.49,110.4
1744230360.3045600,-1.0,-0.09,370.74,765.56,76.71
1744230360.84312,-1.0,-0.05,402.8,660.23,51.85
1744230361.2811700,-1.0,0.0,484.65,564.14,39.66
1744230361.824000,-1.0,0.06,434.08,451.25,953.12
1744230362.269020,-1.0,0.32,445.48,375.44,1474.2
1744230362.8123100,-1.0,0.47,565.57,967.92,322.65
1744230363.36625,-1.0,0.02,1533.98,1408.54,828.49
1744230363.8074200,-1.0,0.02,194.71,1003.9,274.36
1744230364.3486800,-1.0,0.15,143.97,1209.45,260.91
1744230364.7889800,-1.0,0.02,136.65,1118.92,252.41
1744230365.3313300,-1.0,0.02,145.93,1017.31,242.72
1744230365.7726000,-1.0,0.02,153.99,939.95,235.4
1744230366.3135900,-1.0,0.02,159.96,842.27,224.32
1744230366.851830,-1.0,0.02,176.72,735.18,209.43
1744230367.290110,-1.0,0.02,189.15,641.26,198.27
1744230367.8272000,-1.0,0.02,206.16,551.79,179.54
1744230368.2636500,-1.0,0.02,228.49,462.04,171.41
1744230368.80442,-1.0,0.22,250.57,361.58,945.23
1744230369.3490300,-1.0,0.44,402.67,320.32,1489.54
1744230369.7950800,-1.0,0.51,441.11,1177.39,699.89
1744230370.3354300,-1.0,0.01,146.38,1044.79,265.25
1744230370.773840,-1.0,-0.31,163.72,769.12,225.87
1744230371.3146200,-1.0,0.0,179.5,1125.91,219.86
1744230371.854820,-1.0,0.02,182.12,1025.49,217.12
1744230372.2943500,-1.0,0.02,189.52,947.76,217.41
1744230372.8336600,-1.0,0.02,221.45,852.86,218.92
1744230373.2720500,-1.0,-0.02,201.58,765.6,220.1
1744230373.813020,-1.0,0.0,190.05,811.6,229.06
1744230374.3509200,-1.0,0.33,183.63,569.91,292.07
1744230374.7876800,-1.0,0.01,181.63,482.16,238.26
1744230375.3330000,-1.0,0.15,201.34,385.74,1746.03
1744230375.7872200,-1.0,0.51,201.34,343.59,1727.88
1744230376.3416900,-1.0,0.02,1623.0,1374.35,904.13
1744230376.7928200,-1.0,0.02,1444.72,977.08,952.63
1744230377.33592,-1.0,0.07,149.04,1481.16,308.42
1744230377.778790,-1.0,0.17,136.98,1399.5,296.77
1744230378.3205500,-1.0,0.02,138.74,1280.68,292.56
1744230378.7616500,-1.0,-0.03,163.43,1194.32,282.3
1744230379.3023600,-1.0,-0.1,179.58,1094.14,275.1
1744230379.8437400,-1.0,0.0,189.19,984.97,265.2
1744230380.283360,-1.0,0.0,231.68,902.74,255.8
1744230380.822600,-1.0,0.0,256.0,790.3,243.7
1744230381.2614000,-1.0,0.0,280.42,697.52,222.64
1744230381.7996900,-1.0,0.03,320.2,599.72,202.56
1744230382.3415500,-1.0,0.06,357.9,485.43,895.79
1744230382.787720,-1.0,0.18,596.69,409.83,1485.49
1744230383.3441800,-1.0,0.36,558.5,2141.88,1434.71
1744230383.7930200,-1.0,0.28,593.42,1475.72,790.42
1744230384.335350,-1.0,0.02,196.23,1329.5,263.24
1744230384.7769700,-1.0,0.04,171.16,1229.65,250.32
1744230385.3178800,-1.0,0.02,171.16,1132.29,248.36
1744230385.7581900,-1.0,-0.14,185.31,1049.33,238.5
1744230386.298280,-1.0,0.0,221.33,968.41,221.78
1744230386.837990,-1.0,0.0,235.52,898.04,209.56
1744230387.2770000,-1.0,0.0,257.89,818.18,195.61
1744230387.8158100,-1.0,-0.03,295.5,718.74,168.42
1744230388.3540400,-1.0,-0.09,338.52,613.99,136.36
1744230388.793180,-1.0,0.0,349.23,525.87,114.98
1744230389.3321000,-1.0,0.33,376.46,433.67,355.69
1744230389.770400,-1.0,0.51,452.64,375.11,326.74
1744230390.3224100,-1.0,0.01,452.64,1037.63,291.58
1744230390.768270,-1.0,0.01,554.33,1404.82,220.88
1744230391.3089400,-1.0,0.01,199.41,1117.86,209.56
1744230391.8498700,-1.0,0.01,203.05,1183.53,190.95
1744230392.2899300,-1.0,0.01,204.48,1095.45,181.51
1744230392.8303200,-1.0,0.01,225.75,994.74,161.72
1744230393.2694900,-1.0,0.01,249.26,927.6,144.79
1744230393.8083600,-1.0,-0.02,284.99,823.62,117.64
1744230394.3466500,-1.0,-0.26,321.75,726.23,75.56
1744230394.7843500,-1.0,-0.09,326.99,639.99,56.55
1744230395.3216200,-1.0,0.11,329.93,532.54,53.4
1744230395.7628000,-1.0,0.18,340.19,445.77,852.04
1744230396.3037000,-1.0,0.33,350.38,345.14,856.25
1744230396.8476700,-1.0,0.47,398.95,275.47,1377.34
1744230397.3010200,-1.0,0.53,1224.82,1105.71,1395.17
1744230397.8430200,-1.0,-0.01,122.05,1223.23,263.77
1744230398.284060,-1.0,-0.21,147.32,1145.17,249.09
1744230398.8246100,-1.0,-0.04,174.1,1055.75,230.65
1744230399.2646100,-1.0,0.0,178.28,974.75,221.45
1744230399.804710,-1.0,0.0,190.21,868.36,202.85
1744230400.3434400,-1.0,0.0,227.75,769.65,196.96
1744230400.781570,-1.0,0.0,232.0,692.0,187.72
1744230401.3193700,-1.0,0.0,233.92,587.74,190.01
1744230401.7574500,-1.0,0.0,248.36,503.05,171.65
1744230402.2994200,-1.0,0.04,263.77,390.0,1087.23
1744230402.8415200,-1.0,0.49,580.38,291.74,663.13
1744230403.2982600,-1.0,0.54,418.5,2250.72,1665.28
1744230403.8416500,-1.0,0.01,158.53,1554.26,281.72
1744230404.2841900,-1.0,-0.04,169.97,1478.66,236.62
1744230404.826490,-1.0,-0.15,248.97,1358.49,207.63
1744230405.2685200,-1.0,-0.23,318.89,1278.35,190.3
1744230405.8105800,-1.0,0.0,314.68,1181.56,185.8
1744230406.3516900,-1.0,0.05,262.83,1077.09,210.29
1744230406.791960,-1.0,0.04,261.65,987.87,225.54
1744230407.3325700,-1.0,0.13,256.54,874.08,244.64
1744230407.771630,-1.0,0.07,250.93,781.22,252.65
1744230408.3107700,-1.0,0.02,265.98,669.35,238.95
1744230408.8488400,-1.0,0.14,292.52,561.61,230.82
1744230409.2923200,-1.0,0.17,699.12,475.01,888.23
1744230409.8447000,-1.0,0.31,558.83,2192.37,777.91
1744230410.2940900,-1.0,0.26,563.12,1037.68,1468.15
1744230410.8413700,-1.0,0.02,262.34,1076.77,1335.43
1744230411.2828600,-1.0,0.01,233.11,1279.7,191.56
1744230411.8240500,-1.0,0.0,234.74,1178.13,183.92
1744230412.2646200,-1.0,0.0,241.94,1096.47,183.1
1744230412.8049800,-1.0,0.0,260.79,993.23,162.74
1744230413.344960,-1.0,0.0,279.11,917.42,156.89
1744230413.7842200,-1.0,0.0,307.28,850.94,141.48
1744230414.3227800,-1.0,0.0,322.65,745.61,119.23
1744230414.760860,-1.0,0.0,364.11,674.01,100.1
1744230415.2986400,-1.0,0.0,410.28,562.59,73.89
1744230415.8377700,-1.0,0.0,459.63,454.68,317.54
1744230416.2827700,-1.0,0.05,451.13,373.97,1498.82
1744230416.8276900,-1.0,0.4,485.84,291.37,1462.96
1744230417.279370,-1.0,0.49,625.72,1474.69,1354.97
1744230417.8214000,-1.0,0.01,145.48,1327.7,280.78
1744230418.2625100,-1.0,0.01,137.35,1238.4,263.41
1744230418.8033900,-1.0,-0.15,163.88,1135.24,226.32
1744230419.3437100,-1.0,-0.07,194.71,1043.28,200.11
1744230419.783110,-1.0,0.0,199.5,956.76,195.57
1744230420.3220600,-1.0,0.17,197.66,855.92,188.09
1744230420.7603900,-1.0,0.01,206.69,773.94,180.77
1744230421.2985100,-1.0,0.01,209.68,660.68,165.56
1744230421.8362500,-1.0,0.01,221.49,569.83,168.05
1744230422.2732400,-1.0,0.01,218.51,486.58,169.69
1744230422.8145600,-1.0,0.06,221.41,385.34,1014.16
1744230423.358680,-1.0,0.63,221.58,263.57,1537.5
1744230423.8077900,-1.0,0.01,342.4,1273.85,1320.5
1744230424.3586100,-1.0,0.4,1696.39,917.79,318.85
1744230424.8004000,-1.0,0.01,82.68,1342.75,281.64
1744230425.3420200,-1.0,-0.03,81.61,1232.63,303.48
1744230425.7827500,-1.0,-0.24,109.5,1153.92,285.77
1744230426.3256000,-1.0,0.0,177.38,1051.9,281.4
1744230426.7651200,-1.0,0.2,120.7,969.8,274.36
1744230427.304560,-1.0,0.02,138.98,865.9,262.79
1744230427.8433500,-1.0,0.02,170.96,767.2,245.58
1744230428.2825600,-1.0,0.01,235.76,699.57,229.3
1744230428.8350800,-1.0,-0.03,1228.71,1967.45,186.45
1744230429.2758800,-1.0,-0.04,905.81,533.27,144.83
1744230429.8219400,-1.0,0.0,335.62,445.07,1653.42
1744230430.2632100,-1.0,0.47,341.83,375.07,923.11
1744230430.8171300,-1.0,0.02,498.8,1664.05,1604.19
1744230431.378910,-1.0,0.37,498.8,1554.1,1752.37
1744230431.821210,-1.0,0.01,156.73,1410.83,267.0
1744230432.263070,-1.0,-0.06,170.14,1316.95,251.59
1744230432.814280,-1.0,-0.07,170.14,1003.37,240.22
1744230433.355210,-1.0,-0.03,234.33,1118.19,219.45
1744230433.7955000,-1.0,-0.02,270.56,1035.79,201.13
1744230434.3354500,-1.0,0.0,293.62,926.54,190.09
1744230434.7747800,-1.0,0.0,323.47,843.13,175.62
1744230435.3137200,-1.0,0.0,359.49,728.19,142.54
1744230435.8521700,-1.0,0.0,402.67,622.98,120.91
1744230436.2899800,-1.0,0.0,434.08,543.49,97.15
1744230436.8356800,-1.0,0.25,754.52,444.13,1167.46
1744230437.2899800,-1.0,0.33,655.32,1736.67,1361.8
1744230437.8425800,-1.0,0.33,753.05,1323.45,1492.85
1744230438.2842600,-1.0,0.02,249.67,1209.12,180.12
1744230438.8243800,-1.0,-0.01,250.69,1001.2,171.94
1744230439.2644800,-1.0,-0.22,275.67,1040.66,156.77
1744230439.804580,-1.0,0.0,282.58,960.35,151.04
1744230440.3442300,-1.0,0.0,291.21,882.3,145.97
1744230440.783230,-1.0,0.0,305.32,801.3,139.76
1744230441.321620,-1.0,0.0,318.69,689.79,134.12
1744230441.7628900,-1.0,0.0,855.6,599.84,129.58
1744230442.301540,-1.0,0.0,340.32,488.42,354.34
1744230442.8402500,-1.0,0.04,359.17,383.29,422.59
1744230443.2854700,-1.0,0.26,369.63,305.11,1562.4
1744230443.8300800,-1.0,0.58,424.88,222.19,1536.15
1744230444.2865200,-1.0,0.52,1516.61,1525.15,1227.48
1744230444.8291600,-1.0,0.02,176.39,1398.76,271.42
1744230445.277270,-1.0,-0.33,1197.92,1382.29,260.83
1744230445.822490,-1.0,0.0,768.63,1221.63,249.46
1744230446.2639300,-1.0,0.0,285.98,1147.22,143.07
1744230446.8041500,-1.0,0.0,290.92,1055.67,106.8
1744230447.3436400,-1.0,0.0,311.86,948.74,75.4
1744230447.7824400,-1.0,-0.25,338.48,864.23,54.18
1744230448.3208100,-1.0,0.0,347.6,749.74,39.09
1744230448.758520,-1.0,0.01,351.4,667.67,35.98
1744230449.29603,-1.0,0.0,353.97,555.6,37.5
1744230449.8396700,-1.0,0.06,348.41,455.21,883.4
1744230450.2804000,-1.0,0.4,343.96,364.69,866.76
1744230450.8214000,-1.0,0.65,361.38,282.26,876.04
1744230451.284720,-1.0,0.12,361.38,1349.58,873.83
1744230451.8260100,-1.0,0.0,184.53,1241.96,203.71
1744230452.2638000,-1.0,-0.26,214.83,667.92,186.9
1744230452.8012500,-1.0,0.0,231.92,580.7,162.82
1744230453.3409600,-1.0,0.0,249.01,978.14,152.27
1744230453.780080,-1.0,0.0,281.93,894.24,142.58
1744230454.3188700,-1.0,0.0,277.14,793.77,134.36
1744230454.7574800,-1.0,0.0,280.42,726.68,133.5
1744230455.2954700,-1.0,0.0,285.49,621.1,125.57
1744230455.833050,-1.0,0.0,287.49,515.48,156.15
1744230456.2787600,-1.0,0.36,289.33,430.52,1687.11
1744230456.8200000,-1.0,0.37,299.35,323.35,953.61
1744230457.2768600,-1.0,0.36,433.22,2258.33,1625.9
1744230457.8245300,-1.0,0.01,183.84,1576.43,941.67
1744230458.2655800,-1.0,0.01,154.27,1167.25,267.86
1744230458.8047500,-1.0,0.01,156.48,854.53,263.16
1744230459.3463200,-1.0,-0.25,185.31,1245.47,252.57
1744230459.7874000,-1.0,-0.13,223.29,1167.78,236.38
1744230460.3295400,-1.0,0.0,220.47,1061.39,244.88
1744230460.7694500,-1.0,0.07,222.72,974.46,254.21
1744230461.3095800,-1.0,0.11,227.51,860.46,264.22
1744230461.8485500,-1.0,0.01,242.63,739.96,256.17
1744230462.2867500,-1.0,0.01,265.2,650.95,240.1
1744230462.8250300,-1.0,0.01,324.25,551.63,218.67
1744230463.2778000,-1.0,0.23,1595.73,466.34,1518.0
1744230463.8317500,-1.0,0.1,558.17,1622.47,1526.38
1744230464.2819800,-1.0,0.02,584.14,1489.05,1144.97
1744230464.8311400,-1.0,0.01,279.19,1349.37,1339.84
1744230465.272670,-1.0,0.04,248.32,1264.89,178.23
1744230465.8136600,-1.0,0.0,243.74,1165.17,178.52
1744230466.3549600,-1.0,0.0,257.68,1072.51,164.37
1744230466.7947600,-1.0,0.0,284.26,991.06,147.73
1744230467.3346500,-1.0,-0.03,307.24,918.32,136.73
1744230467.7738100,-1.0,-0.12,332.71,848.36,115.47
1744230468.3126700,-1.0,0.0,347.88,740.54,94.49
1744230468.8509300,-1.0,0.0,373.4,646.53,71.64
1744230469.288900,-1.0,0.0,391.43,551.75,57.98
1744230469.828420,-1.0,0.05,419.89,442.29,322.78
1744230470.2735800,-1.0,0.47,436.16,353.93,1497.43
1744230470.8161500,-1.0,0.05,556.09,930.63,319.5
1744230471.373020,-1.0,0.01,556.09,1405.84,872.69
1744230471.825460,-1.0,0.01,556.09,1319.24,315.29
1744230472.267300,-1.0,0.42,147.4,1235.99,304.79
1744230472.807850,-1.0,0.02,102.22,1110.54,281.89
1744230473.3480800,-1.0,-0.18,139.92,1022.14,262.06
1744230473.7875400,-1.0,0.0,149.12,944.65,239.28
1744230474.326580,-1.0,-0.04,179.09,846.15,220.06
1744230474.7648100,-1.0,0.0,185.64,758.2,202.69
1744230475.3044800,-1.0,0.0,212.58,651.73,177.54
1744230475.8417300,-1.0,0.0,228.77,557.15,155.7
1744230476.2785100,-1.0,0.0,232.29,474.43,137.51
1744230476.8196900,-1.0,0.17,281.97,375.07,839.45
1744230477.2608500,-1.0,0.45,340.85,307.77,931.53
1744231380.908150,-0.3,0.02,191.85,1056.81,203.91
1744231381.3485300,-0.4,0.02,192.01,1056.36,204.24
1744231381.8889,-0.6,0.02,192.1,1056.4,203.91
1744231382.330600,-0.7,0.02,192.22,1052.31,204.32
1744231382.8712900,-0.9,0.02,191.6,1050.23,203.87
1744231383.412230,-1.0,0.02,191.89,1055.42,204.61
1744231383.8533500,-1.0,0.02,192.22,1051.7,203.99
1744231384.393380,-1.0,0.02,191.6,1004.23,204.12
1744231384.833650,-1.0,0.02,191.73,1051.37,204.28
1744231385.373990,-1.0,0.02,192.3,1051.9,204.36
1744231385.914730,-1.0,0.02,191.81,1051.46,204.08
1744231386.3549500,-1.0,0.02,198.11,1051.95,204.81
1744231386.89564,-1.0,0.02,191.24,1051.54,204.08
1744231387.3359800,-1.0,0.02,191.69,1059.96,204.28
1744231387.8762000,-1.0,0.02,191.93,1051.5,199.99
1744231388.416510,-1.0,0.02,191.4,1010.89,221.62
1744231388.8565600,-1.0,0.4,170.06,949.68,243.86
1744231389.397280,-1.0,-0.05,159.83,831.92,229.55
1744231389.8356200,-1.0,-0.14,168.71,753.46,214.34
1744231390.3733800,-1.0,-0.12,191.44,638.81,198.27
1744231390.9106200,-1.0,0.01,218.8,537.2,169.28
1744231391.3472300,-1.0,0.32,247.3,457.95,153.41
1744231391.8920100,-1.0,0.47,341.09,919.83,737.31
1744231392.3362700,-1.0,0.01,565.29,1420.8,122.38
1744231392.878830,-1.0,-0.47,255.88,1310.24,158.93
1744231393.4350900,-1.0,0.21,1616.05,1211.08,1346.43
1744231393.879360,-1.0,0.13,236.42,1115.49,835.73
1744231394.4213600,-1.0,0.05,153.01,1029.95,274.4
1744231394.8610100,-1.0,0.04,128.02,930.22,276.16
1744231395.4000900,-1.0,0.0,138.49,814.46,269.62
1744231395.8388700,-1.0,-0.05,139.31,746.59,261.36
1744231396.3768400,-1.0,-0.13,166.05,645.63,241.69
1744231396.9144200,-1.0,0.0,220.76,540.02,223.29
1744231397.3730100,-1.0,0.01,220.76,452.93,1718.39
1744231397.9189700,-1.0,0.58,285.44,428.11,1710.34
1744231398.3671800,-1.0,0.02,463.19,1329.54,913.17
1744231398.9106100,-1.0,-0.12,239.61,1530.71,187.8
1744231399.3533500,-1.0,-0.01,228.98,1448.2,197.49
1744231399.8954900,-1.0,0.0,229.67,1317.27,200.48
1744231400.337050,-1.0,0.0,231.72,1220.73,197.7
1744231400.8798800,-1.0,0.0,285.2,1110.58,183.06
1744231401.420650,-1.0,-0.2,236.09,1008.19,168.3
1744231401.860980,-1.0,-0.36,326.62,912.19,161.67
1744231402.4008300,-1.0,0.0,329.36,793.49,171.65
1744231402.8394000,-1.0,0.17,328.7,700.47,169.08
1744231403.3792200,-1.0,0.01,347.19,592.07,168.5
1744231403.9249200,-1.0,0.29,326.5,473.74,1430.45
1744231404.367450,-1.0,0.47,436.69,420.62,994.7
1744231404.917480,-1.0,0.01,616.81,1474.29,954.67
1744231405.3580400,-1.0,0.01,278.86,1013.84,179.3
1744231405.8981400,-1.0,0.0,247.3,998.63,167.07
1744231406.338930,-1.0,-0.08,263.16,1134.66,158.61
1744231406.8791500,-1.0,-0.3,283.73,1023.12,144.21
1744231407.4192400,-1.0,0.0,287.49,946.0,165.15
1744231407.85858,-1.0,0.08,273.95,780.77,195.53
1744231408.3978700,-1.0,0.2,264.06,768.55,212.66
1744231408.8365300,-1.0,0.25,236.3,683.86,222.64
1744231409.3760800,-1.0,0.01,246.44,569.09,210.05
1744231409.917480,-1.0,0.05,283.85,452.84,422.5
1744231410.3558200,-1.0,0.27,317.13,380.1,457.63
1744231410.905410,-1.0,0.29,519.45,2131.21,399.61
1744231411.3615600,-1.0,0.31,519.45,1552.55,366.73
1744231411.9042600,-1.0,0.02,164.09,1431.39,262.42
1744231412.3469100,-1.0,-0.07,145.97,1330.11,260.95
1744231412.8879300,-1.0,-0.09,167.93,1202.66,219.12
1744231413.3284500,-1.0,-0.34,194.51,1118.68,200.48
1744231413.870760,-1.0,0.0,206.49,1019.44,184.12
1744231414.41058,-1.0,0.07,193.85,917.34,220.6
1744231414.8498400,-1.0,0.18,186.33,854.49,259.23
1744231415.3887200,-1.0,0.24,150.1,734.12,261.36
1744231415.8267700,-1.0,0.02,126.8,643.14,264.67
1744231416.3639500,-1.0,0.01,137.63,542.35,246.89
1744231416.9009300,-1.0,0.15,179.01,443.64,246.48
1744231417.3498300,-1.0,0.3,456.11,959.66,1563.83
1744231417.9012300,-1.0,0.01,432.89,1273.52,1665.24
1744231418.3432600,-1.0,0.01,238.38,1399.3,156.77
1744231418.8864400,-1.0,0.01,198.88,1271.27,220.96
1744231419.3279900,-1.0,0.01,178.32,1177.64,218.43
1744231419.8671100,-1.0,0.01,177.74,878.05,219.08
1744231420.406840,-1.0,0.01,188.46,968.16,203.42
